userID 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
1426 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1427 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1428 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1
1429 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1430 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0
1431 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1434 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1435 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1437 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1439 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1441 1 1 1 0 0 0 1 1 1 1 1 1 0 0 1 1 1
1443 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1451 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1452 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1453 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1457 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1458 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1459 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1461 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1465 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1468 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1471 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1475 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1477 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1479 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1480 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
1482 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1483 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1
1486 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0
1489 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1493 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1495 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1500 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1501 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1502 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1503 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1504 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1511 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1516 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1519 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
1520 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1521 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0
1522 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1524 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1525 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1528 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
1532 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1533 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1538 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1539 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
1545 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0
1546 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0
1548 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0
1549 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1551 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1552 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1555 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1558 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1560 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1562 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1563 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1564 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1
1567 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1570 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1572 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1574 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1578 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1579 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1580 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1592 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1
1594 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1601 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0
1603 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1
1604 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1606 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1609 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 0
1613 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1616 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1617 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1
1618 0 1 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0
1625 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
1628 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
1630 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1632 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1637 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
1641 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1
1643 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1
1647 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1
1648 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1649 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1
1650 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1
1653 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1656 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1661 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1663 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1664 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1665 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1666 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1668 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1670 1 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1
1673 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1674 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1675 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1680 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1681 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1682 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1684 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1685 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1687 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1688 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1696 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1697 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1698 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
